STUDENT,Tomek,Koral,86391017097,192,100.0,tomek.k6572@example.com,,,,,,MIT,4,Biological Engineering,1400
EMPLOYEE,Karolina,Mysz,63649018978,165,55.6,karolina.k8212@example.com,2022-10-10,Magazynier,4500,,,,,,
EMPLOYEE,Karolina,Mysz,52153155891,165,55.6,karolina.k6424@example.com,2022-10-10,Magazynier,4500,,,,,,
STUDENT,Tomek,Koral,92968057455,192,100.0,tomek.k7673@example.com,,,,,,MIT,4,Biological Engineering,1400
PENSIONER,Karol,Nowak,56525590339,180,75.5,karol.k7311@example.com,,,,3850,55,,,,,
STUDENT,Tomek,Koral,61158192453,192,100.0,tomek.k860@example.com,,,,,,MIT,4,Biological Engineering,1400
STUDENT,Tomek,Koral,98451836798,192,100.0,tomek.k6032@example.com,,,,,,MIT,4,Biological Engineering,1400
PENSIONER,Karol,Nowak,16831615511,180,75.5,karol.k1209@example.com,,,,3850,55,,,,,
STUDENT,Tomek,Koral,56540626448,192,100.0,tomek.k6578@example.com,,,,,,MIT,4,Biological Engineering,1400
EMPLOYEE,Karolina,Mysz,02898904060,165,55.6,karolina.k5155@example.com,2022-10-10,Magazynier,4500,,,,,,
EMPLOYEE,Karolina,Mysz,99589150076,165,55.6,karolina.k4618@example.com,2022-10-10,Magazynier,4500,,,,,,
PENSIONER,Karol,Nowak,96314350077,180,75.5,karol.k2670@example.com,,,,3850,55,,,,,
PENSIONER,Karol,Nowak,03458313282,180,75.5,karol.k5034@example.com,,,,3850,55,,,,,
PENSIONER,Karol,Nowak,48543384196,180,75.5,karol.k3312@example.com,,,,3850,55,,,,,
PENSIONER,Karol,Nowak,29567213661,180,75.5,karol.k6492@example.com,,,,3850,55,,,,,
EMPLOYEE,Karolina,Mysz,79951658642,165,55.6,karolina.k2269@example.com,2022-10-10,Magazynier,4500,,,,,,
STUDENT,Tomek,Koral,35235694515,192,100.0,tomek.k5594@example.com,,,,,,MIT,4,Biological Engineering,1400
PENSIONER,Karol,Nowak,02723061154,180,75.5,karol.k3156@example.com,,,,3850,55,,,,,
STUDENT,Tomek,Koral,59544649646,192,100.0,tomek.k296@example.com,,,,,,MIT,4,Biological Engineering,1400
PENSIONER,Karol,Nowak,56753104431,180,75.5,karol.k8901@example.com,,,,3850,55,,,,,
PENSIONER,Karol,Nowak,81639607520,180,75.5,karol.k4065@example.com,,,,3850,55,,,,,
STUDENT,Tomek,Koral,23091927908,192,100.0,tomek.k9248@example.com,,,,,,MIT,4,Biological Engineering,1400
STUDENT,Tomek,Koral,10166943059,192,100.0,tomek.k2615@example.com,,,,,,MIT,4,Biological Engineering,1400
STUDENT,Tomek,Koral,98487476237,192,100.0,tomek.k3728@example.com,,,,,,MIT,4,Biological Engineering,1400
PENSIONER,Karol,Nowak,95708361524,180,75.5,karol.k9048@example.com,,,,3850,55,,,,,
PENSIONER,Karol,Nowak,42012016452,180,75.5,karol.k9252@example.com,,,,3850,55,,,,,
PENSIONER,Karol,Nowak,43464098851,180,75.5,karol.k8307@example.com,,,,3850,55,,,,,
STUDENT,Tomek,Koral,32599260940,192,100.0,tomek.k3284@example.com,,,,,,MIT,4,Biological Engineering,1400
PENSIONER,Karol,Nowak,11555381053,180,75.5,karol.k6381@example.com,,,,3850,55,,,,,
STUDENT,Tomek,Koral,33833098954,192,100.0,tomek.k4244@example.com,,,,,,MIT,4,Biological Engineering,1400
EMPLOYEE,Karolina,Mysz,17310889917,165,55.6,karolina.k4678@example.com,2022-10-10,Magazynier,4500,,,,,,
EMPLOYEE,Karolina,Mysz,42857780769,165,55.6,karolina.k7630@example.com,2022-10-10,Magazynier,4500,,,,,,
EMPLOYEE,Karolina,Mysz,37416465736,165,55.6,karolina.k4414@example.com,2022-10-10,Magazynier,4500,,,,,,
PENSIONER,Karol,Nowak,23532605757,180,75.5,karol.k3684@example.com,,,,3850,55,,,,,
PENSIONER,Karol,Nowak,72964671820,180,75.5,karol.k4074@example.com,,,,3850,55,,,,,
